経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０
502551.233,128362.409,13112,000,033,2018,13112,000,033,世田谷,東京都　世田谷区上祖師谷４－１７－５,13112,173,10000000000000000,_,W3,111,_,010,015,03,0,市区町村道,南西,0040,_,_,_,中規模の一般住宅が多い住宅地域,仙川,1400,1低専,準防,市街化,_,_,50,100,false,111111111111111111111111111111111111,312000,314000,326000,418000,860000,825000,800000,821000,805000,590000,460000,414000,403000,400000,400000,398000,397000,396000,394000,392000,386000,384000,384000,407000,456000,456000,397000,385000,380000,378000,379000,383000,387000,394000,404000,416000,10000010000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10001000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000100000000,10000001100011,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502554.093,128457.415,13115,000,007,2018,13115,000,007,杉並,東京都　杉並区久我山１－５－１７,13115,3566,10000000000000100,共同住宅,RC9F1B,111,_,010,010,09,1,市区町村道,西,0110,_,側道,北,中高層の共同住宅、事務所ビル等が建ち並ぶ地域,久我山,570,準工,準防,市街化,_,_,60,200,true,000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542000,553000,572000,604000,633000,660000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502555.604,128342.211,13112,000,030,2018,13112,000,030,世田谷,東京都　世田谷区成城９－９－８,13112,125,10000000000000000,_,W2,111,_,010,025,02,0,市区町村道,西,0040,_,_,_,中小規模の戸建住宅の多い標準住宅地域,成城学園前,1400,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425000,422000,426000,431000,438000,447000,458000,470000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502556.710,128409.274,13112,005,016,2018,13112,005,016,世田谷,東京都　世田谷区南烏山６－７－１５,13112,101,01000000000000000,_,SRC3,111,台形,010,020,03,0,市区町村道,北東,0040,_,_,_,飲食、小売店舗、共同住宅等が建ち並ぶ商業地域,千歳烏山,180,近商,準防,市街化,_,_,80,300,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,1450000,1170000,940000,845000,784000,738000,659000,624000,603000,591000,582000,580000,586000,621000,732000,764000,657000,633000,623000,618000,619000,627000,636000,660000,685000,716000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,11000000000000,11000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502556.909,128478.196,13115,005,008,2018,13115,005,008,杉並,東京都　杉並区久我山４－１－４,13115,249,11000000000000000,_,RC3,111,_,010,012,03,0,市区町村道,北,0062,_,_,_,小売店舗、飲食店等が建ち並ぶ駅周辺の商業地域,久我山,90,近商,準防,市街化,_,_,80,300,false,111111111111111111111111111111111111,530000,543000,600000,825000,1680000,1610000,1530000,1600000,1600000,1440000,1080000,920000,785000,675000,608000,548000,518000,492000,475000,465000,458000,457000,459000,485000,545000,545000,484000,469000,465000,463000,463000,473000,488000,506000,538000,576000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502558.077,128514.782,13115,000,005,2018,13115,000,005,杉並,東京都　杉並区西荻南２－１１－２,13115,191,10000000000000100,共同住宅,W2,111,_,010,015,02,0,市区町村道,南西,0054,_,_,_,中規模一般住宅、アパート等が建ち並ぶ住宅地域,西荻窪,700,1低専,準防,市街化,_,_,60,150,false,111111111111111111111111111111111111,360000,370000,395000,567000,1180000,1150000,1080000,1100000,1060000,850000,650000,580000,556000,528000,516000,497000,486000,475000,466000,464000,461000,458000,460000,479000,545000,546000,483000,475000,471000,471000,473000,482000,497000,513000,529000,549000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000011,10000000000011,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502559.865,128303.357,13112,005,012,2018,13112,005,012,世田谷,東京都　世田谷区成城２－３５－１２,13112,106,01000000000000000,_,RC3,111,_,010,030,03,0,市区町村道,北,0080,_,_,_,中低層の日用品小売店舗が建ち並ぶ駅前商業地域,成城学園前,100,近商,準防,市街化,_,_,80,300,false,011111111111111111111111111111111111,0,1050000,1150000,1890000,4240000,3810000,3630000,3630000,3560000,2650000,1750000,1280000,1100000,983000,921000,867000,754000,710000,690000,676000,666000,666000,682000,750000,910000,960000,810000,777000,765000,762000,764000,776000,792000,821000,866000,917000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502561.495,128299.197,13112,000,043,2018,13112,000,043,世田谷,東京都　世田谷区成城２－２２－１１,13112,186,10000000000000000,_,W2,111,_,010,020,02,0,市区町村道,北,0063,_,_,_,中規模程度の住宅が多い準優良住宅地域,成城学園前,240,1低専,_,市街化,_,_,40,80,false,000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681000,687000,700000,714000,720000,735000,760000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502562.630,128578.282,13115,000,023,2018,13115,000,023,杉並,東京都　杉並区今川４－１７－４,13115,154,10000000000000000,_,W3,111,_,010,012,03,0,市区町村道,南,0055,_,_,_,中規模一般住宅の中にアパート等もある住宅地域,上井草,1400,1低専,準防,市街化,_,_,50,100,false,111111111111111111111111111111111111,331000,342000,367000,525000,1070000,1030000,960000,974000,955000,720000,542000,486000,466000,435000,430000,425000,413000,406000,400000,394000,390000,388000,390000,405000,447000,447000,397000,390000,387000,387000,388000,391000,397000,405000,416000,426000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000001000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
502563.414,128527.666,13115,005,009,2018,13115,005,009,杉並,東京都　杉並区西荻南３－７－３,13115,68,10100000000000000,_,S3,111,_,010,030,03,0,市区町村道,南西,0064,_,_,_,小売店舗、飲食店、事務所等が建ち並ぶ商業地域,西荻窪,210,商業,防火,市街化,_,_,80,500,false,000001111111111111111111111111111111,0,0,0,0,0,2780000,2780000,2800000,2800000,2250000,1650000,1300000,1050000,900000,820000,740000,675000,632000,600000,580000,568000,565000,568000,596000,668000,668000,588000,568000,564000,562000,565000,582000,604000,635000,692000,750000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502573.874,128540.966,13115,000,018,2018,13115,000,018,杉並,東京都　杉並区西荻北２－２１－１,13115,100,10000000000000000,_,LS2,111,_,010,015,02,0,市区町村道,南,0045,_,_,_,中小規模の住宅が建ち並ぶ利便性の良い住宅地域,西荻窪,520,1低専,準防,市街化,_,_,50,100,true,000000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507000,520000,533000,547000,564000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502574.293,128524.614,13115,000,024,2018,13115,000,024,杉並,東京都　杉並区西荻南４－１５－２,13115,165,10000000000000000,_,W2,111,_,010,010,02,0,市区町村道,南,0054,_,_,_,中規模一般住宅が多い閑静な住宅地域,西荻窪,550,1低専,準防,市街化,_,_,50,100,true,000000000000000000000000000111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,476000,475000,477000,489000,504000,524000,544000,566000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502581.949,128432.752,13112,000,038,2018,13112,000,038,世田谷,東京都　世田谷区北烏山１－３７－３,13112,213,10000000000000000,_,W2,111,_,010,012,02,0,市区町村道,南東,0040,_,_,_,中規模の一般住宅が多い住宅地域,芦花公園,700,1低専,準防,市街化,_,_,50,100,false,111111111111111111111111111111111111,340000,340000,350000,420000,850000,820000,795000,820000,805000,657000,520000,478000,458000,444000,439000,436000,423000,420000,417000,414000,410000,408000,408000,429000,491000,487000,424000,412000,408000,405000,407000,412000,418000,429000,440000,451000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000001100000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502585.380,128649.999,13120,000,029,2018,13120,000,029,練馬,東京都　練馬区下石神井３－１９－１１,13120,171,10000000000000000,_,W2,111,台形,010,015,02,0,市区町村道,北,0040,_,_,_,中小規模の一般住宅、アパートが多い住宅地域,石神井公園,1000,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313000,319000,321000,326000,332000,341000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502586.341,128631.154,13120,000,011,2018,13120,000,011,練馬,東京都　練馬区下石神井２－２５－１４,13120,132,10000000000000000,_,LS2,111,_,012,010,02,0,市区町村道,北東,0041,_,_,_,中小一般住宅のほかアパート等が存する住宅地域,上井草,960,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,369000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000
502586.840,128693.325,13120,000,028,2018,13120,000,028,練馬,東京都　練馬区石神井町２－３０－２,13120,138,10000000000000000,_,W2,111,_,010,012,02,0,私道,南,0045,_,_,_,中小規模の一般住宅、アパートが多い住宅地域,石神井公園,640,1中専,準防,市街化,_,_,50,150,false,111111111111111111111111111111111111,305000,310000,317000,400000,960000,970000,912000,912000,821000,640000,538000,504000,489000,473000,463000,447000,420000,400000,382000,370000,363000,360000,360000,370000,410000,425000,371000,364000,362000,361000,363000,372000,377000,385000,396000,408000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502587.389,128733.257,13120,000,027,2018,13120,000,027,練馬,東京都　練馬区土支田３－１０－７,13120,135,10000000000000000,_,W2,111,_,010,012,02,0,道路,西,0055,_,_,_,一般住宅のほかに空地も見られる住宅地域,石神井公園,1900,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,272000,273000,279000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000
502591.490,128323.835,13112,005,007,2018,13112,005,007,世田谷,東京都　世田谷区祖師谷１－１１－１１,13112,98,11000000000000100,共同住宅,RC3,111,_,010,035,03,0,市区町村道,西,0054,_,_,_,中低層の小売店舗、飲食店等が建ち並ぶ商業地域,祖師ヶ谷大蔵,280,近商,準防,市街化,_,_,80,300,false,111111111111111111111111111111111111,790000,820000,902000,1200000,2180000,2000000,2020000,2030000,2000000,1620000,1150000,950000,835000,750000,705000,670000,608000,583000,568000,556000,545000,550000,560000,630000,765000,780000,670000,648000,644000,642000,648000,660000,674000,700000,728000,756000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11011000000000,11011000000000
502594.188,128466.276,13115,000,006,2018,13115,000,006,杉並,東京都　杉並区高井戸西２－７－７,13115,133,10000000000000000,_,W2,111,_,010,020,02,0,市区町村道,南西,0055,_,_,_,一般住宅、共同住宅が多い駅近隣の住宅地域,富士見ヶ丘,220,1低専,準防,市街化,_,_,40,80,false,000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456000,459000,469000,480000,492000,506000,523000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
502594.270,128352.721,13112,000,034,2018,13112,000,034,世田谷,東京都　世田谷区千歳台２－４２－５,13112,231,10000000000000000,_,LS2,111,_,010,012,02,0,市区町村道,西,0040,_,_,_,一般住宅の中にアパートも見られる住宅地域,祖師ヶ谷大蔵,1300,1低専,準防,市街化,_,_,50,100,false,111111111111111111111111111111111111,343000,350000,368000,434000,900000,873000,845000,860000,850000,619000,482000,445000,438000,431000,430000,428000,421000,418000,413000,408000,400000,398000,398000,421000,470000,477000,414000,401000,397000,395000,397000,401000,405000,413000,424000,435000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502595.265,128491.275,13115,005,014,2018,13115,005,014,杉並,東京都　杉並区宮前１－１５－１３,13115,380,00100000000000000,_,S3,111,台形,010,010,03,0,都道府県道,北東,0110,_,_,_,中規模事務所、店舗、共同住宅等が混在する地域,富士見ヶ丘,920,準工,準防,市街化,_,_,60,200,false,000000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,429000,431000,440000,453000,474000,503000,527000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502599.641,128319.596,13112,000,036,2018,13112,000,036,世田谷,東京都　世田谷区祖師谷１－４－８,13112,114,10000000000000000,_,W3,111,_,010,015,03,0,市区町村道,北,0040,_,_,_,一般住宅とアパート等が建ち並ぶ住宅地域,祖師ヶ谷大蔵,260,1低専,準防,市街化,_,_,60,150,true,000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466000,468000,475000,482000,493000,510000,538000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502602.055,128297.531,13112,000,032,2018,13112,000,032,世田谷,東京都　世田谷区砧３－３３－３６,13112,102,10000000000000000,_,W2,111,_,010,012,02,0,市区町村道,東,0044,_,_,_,低層一般住宅の建ち並ぶ住宅地域,祖師ヶ谷大蔵,780,1低専,準防,市街化,_,_,50,100,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455000,466000,479000,494000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,11000000000000,10000000000000,10000000000000
502605.881,128608.629,13115,005,004,2018,13115,005,004,杉並,東京都　杉並区上井草一丁目６６番１外,13115,258,00000000000000100,建築中,_,111,_,010,012,00,0,市区町村道,南,0072,_,_,_,店舗、事務所、マンション等が建ち並ぶ商業地域,井荻,180,近商,準防,市街化,_,_,80,300,false,001111111111111111111111111111111111,0,0,590000,750000,1530000,1500000,1500000,1500000,1500000,1200000,853000,720000,660000,627000,600000,540000,516000,490000,472000,462000,455000,453000,455000,478000,531000,532000,468000,453000,450000,448000,448000,452000,465000,483000,508000,534000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11011010000000
502608.141,128551.628,13115,005,003,2018,13115,005,003,杉並,東京都　杉並区上荻２－３９－１５,13115,185,11000000000000100,共同住宅,SRC7,111,_,010,012,07,0,都道府県道,北東,0250,_,_,_,中高層の店舗兼共同住宅が多い路線商業地域,荻窪,850,商業,防火,市街化,_,_,80,400,false,000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502000,499000,502000,530000,595000,595000,527000,511000,507000,505000,505000,515000,532000,557000,610000,665000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
502609.461,128563.287,13115,000,008,2018,13115,000,008,杉並,東京都　杉並区桃井１－２３－６,13115,204,10000000000000000,_,W2,111,_,010,010,02,0,市区町村道,西,0054,_,_,_,中規模の一般住宅が多い閑静な住宅地域,荻窪,1100,1低専,準防,市街化,_,_,60,150,false,111111111111111111111111111111111111,341000,354000,380000,575000,1100000,1050000,1000000,1020000,980000,735000,567000,509000,493000,465000,462000,450000,440000,431000,425000,419000,412000,409000,411000,427000,470000,470000,416000,409000,406000,406000,408000,414000,423000,432000,446000,461000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000011,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
502609.793,128590.449,13115,005,007,2018,13115,005,007,杉並,東京都　杉並区上井草１－１－１１,13115,101,11000000000010000,_,RC3,111,_,010,030,03,0,都道府県道,東,0330,_,背面道,_,店舗兼住宅、事務所ビルの建ち並ぶ路線商業地域,井荻,590,近商,防火,市街化,_,_,80,300,false,000000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474000,472000,472000,486000,540000,539000,473000,459000,455000,454000,454000,461000,473000,489000,515000,542000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
