経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０
500416.011,128857.289,13900,020,001,2018,13900,020,001,東京（林）,東京都　西多摩郡奥多摩町川野字大ざす５４０番１,13900,15842,00000000000000010,_,_,000,_,000,000,00,0,市区町村道,_,0040,_,_,_,標高６５０ｍ、約３５度の北向き傾斜で、杉、檜、から松人工造林地域,奥多摩,14000,_,_,都計外,地森計,国立公,0,0,false,111111111111111111111111111111111111,230000,235000,240000,255000,277000,277000,277000,277000,277000,250000,240000,230000,220000,210000,210000,199000,188000,179000,171000,163000,154000,142000,131000,127000,124000,122000,110000,105000,101000,98000,95000,94000,94000,94000,94000,92000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10100000000000,10000000010100,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000
500742.503,128903.321,13308,005,002,2018,13308,005,002,奥多摩,東京都　西多摩郡奥多摩町氷川字南氷川１４１７番１,13308,216,11000000000000000,_,RC2,101,_,010,012,02,0,国道,南東,0123,_,_,_,街道沿いの小売店舗等が多い路線商業地域,奥多摩,400,_,_,都計外,_,_,0,0,false,011111111111111111111111111111111111,0,62600,63900,65200,81000,105000,108000,108000,108000,105000,101000,99000,97000,94000,92000,90000,83000,77000,72500,68800,62600,56900,54600,53900,53000,52400,50500,46500,43300,40500,39000,37700,37000,36500,36100,35700,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000
500760.896,128899.019,13308,000,001,2018,13308,000,001,奥多摩,東京都　西多摩郡奥多摩町氷川字長畑７３０番４外,13308,119,10000000000000000,_,W2,101,台形,010,015,02,0,都道府県道,北東,0080,_,側道,南,中規模住宅の他、店舗等も散見される住宅地域,奥多摩,550,_,_,都計外,_,_,0,0,false,000000000000000000000000000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000,28700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000
500849.659,128511.266,13900,020,004,2018,13900,020,004,東京（林）,東京都　西多摩郡檜原村字南郷５９８７番,13900,34710,00000000000000010,_,_,000,_,000,000,00,0,道路,_,0036,_,_,_,標高４５０ｍ、約３０度の東向き傾斜の地域で、杉の人工造林地域,武蔵五日市,15000,_,_,都計外,地森計,_,0,0,false,000111111111111111111111111111111111,0,0,0,340000,380000,420000,420000,420000,420000,400000,390000,380000,360000,342000,332000,306000,284000,264000,232000,208000,185000,168000,154000,149000,146000,145000,131000,125000,120000,116000,112000,110000,109000,109000,109000,107000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500857.905,128941.739,13308,000,002,2018,13308,000,002,奥多摩,東京都　西多摩郡奥多摩町棚澤字中夏地４４９番３外,13308,201,10000000000000000,_,W2,101,台形,020,010,02,0,市区町村道,北,0030,_,側道,東,中規模住宅のほか畑も残る住宅地域,鳩ノ巣,400,_,_,都計外,_,_,0,0,false,000000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37300,36800,36500,36100,34800,32100,30300,28600,27600,26600,25800,25100,24700,24400,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000000000000,11000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500859.713,128678.294,13307,000,002,2018,13307,000,002,檜原,東京都　西多摩郡檜原村字三都郷３２９７番１,13307,248,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,東,0055,_,_,_,一般住宅、農家住宅等が見られる住宅地域,武蔵五日市,12000,_,_,都計外,_,_,0,0,false,111111111111111111111111111111111111,23000,23400,23700,24000,27500,51000,50000,50000,50000,49000,47500,46700,46600,46500,46400,45500,41000,39000,37100,34500,31800,29000,27800,27000,26500,26000,25000,23100,21600,20400,19600,19000,18600,18200,18000,17800,10000000000000,10000000000000,10000010000000,11000000000000,10000000000000,10000000000000,10001000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000100000000,10000000010000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500891.427,123149.156,13364,005,001,2018,13364,005,001,神津島,東京都　神津島村１１２番,13364,185,00100000000000000,_,RC2,101,_,010,015,02,0,都道府県道,南,0065,_,_,_,店舗、事務所、旅館等が建ち並ぶ商業地域,神津島港,420,_,_,非線引,_,_,70,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000011,10000000000000,10000000000000,10000010000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500894.686,123134.478,13364,000,001,2018,13364,000,001,神津島,東京都　神津島村１１７９番,13364,223,10000000000000000,_,RC2,101,_,010,025,02,0,市区町村道,北西,0032,_,側道,南西,一般住宅のほかに民宿、店舗も混在する住宅地域,神津島港,840,_,_,非線引,_,_,70,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,7300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000011,10000000000000,10100000000000,10000010000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500902.395,123155.266,13364,000,002,2018,13364,000,002,神津島,東京都　神津島村２１８番,13364,181,10000000000000000,_,RC2,101,台形,015,010,02,0,都道府県道,南東,0049,_,_,_,一般住宅のほか、民宿、旅館も見られる住宅地域,神津島港,810,_,_,非線引,_,_,70,200,false,000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000011,10000000000000,10000000000000,10000010000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500921.061,128538.407,13307,000,001,2018,13307,000,001,檜原,東京都　西多摩郡檜原村字南郷８３６番１,13307,146,10000000000000000,_,W2,101,_,020,010,02,0,都道府県道,南,0080,_,側道,西,農家住宅等が見られる都道沿いの住宅地域,武蔵五日市,13000,_,_,都計外,_,_,0,0,false,111111111111111111111111111111111111,25500,25900,26200,26500,30500,54000,52000,52000,52000,51000,49500,48700,48600,48500,48400,47500,42500,40500,38500,35800,33000,30100,28900,28000,27500,27000,26000,24000,22700,21500,20600,20000,19500,19100,18900,18700,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500940.503,128936.252,13308,005,001,2018,13308,005,001,奥多摩,東京都　西多摩郡奥多摩町小丹波字南ノ原７９番１,13308,105,11000000000000000,_,W2,101,_,010,030,02,0,国道,北,0110,_,側道,東,小売店舗と住宅が混在する商業地域,古里,200,_,_,都計外,_,_,0,0,false,000000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46200,45600,45200,44700,43200,39800,37200,34800,33400,32300,31600,31100,30800,30700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
500952.320,128612.241,13307,005,001,2018,13307,005,001,檜原,東京都　西多摩郡檜原村字上元郷４２１番,13307,274,11000000000000000,_,W2,101,_,020,010,02,0,都道府県道,北,0080,_,側道,東,背後地が少ない都道沿いの路線商業地域,武蔵五日市,8100,_,_,都計外,_,_,0,0,false,111111111111111111111111111111111111,33100,33600,34000,34500,40000,72000,69500,69500,69000,68000,66000,64900,63600,62300,62200,60900,54500,52000,49400,45900,42300,38600,37000,36000,35500,35000,34000,31500,29800,27900,26900,26000,25400,25000,24600,24400,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000100000000,10000000010000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
501010.851,128878.991,13205,000,014,2018,13205,000,014,青梅,東京都　青梅市御岳二丁目５３８番２外,13205,207,10000000000000000,_,W2,101,台形,015,010,02,0,都道府県道,南東,0060,_,_,_,民家等が散在する山間の既存住宅地域,御嶽,1800,_,_,調区,_,_,40,80,false,000000000000000001111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,52000,50900,46800,42000,40000,39400,39400,39000,37600,34900,34200,33000,32500,32300,31800,31500,31300,30700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000011,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,20000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000
501011.031,128732.039,13900,020,002,2018,13900,020,002,東京（林）,東京都　あきる野市養沢字上養沢１０５１番,13900,14082,00000000000000010,_,_,000,_,000,000,00,0,道路,_,0040,_,_,_,標高４５０ｍ、約３５度の北東向き傾斜の地域で杉主体の人工造林地域,武蔵五日市,9700,_,_,調区,地森計,国立公,0,0,false,111111111111111111111111111111111111,310000,315000,320000,340000,400000,450000,450000,450000,450000,440000,420000,405000,380000,357000,346000,319000,293000,270000,233000,209000,187000,170000,157000,152000,151000,150000,140000,133000,127000,123000,120000,118000,116000,116000,115000,113000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,20000000000000,10000000000100,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501045.816,128605.969,13228,000,011,2018,13228,000,011,あきる野,東京都　あきる野市乙津字荷田子７４６番１,13228,350,10000000000000000,_,B2,100,台形,010,010,02,0,都道府県道,北西,0078,_,三方路,_,一般住宅のほか店舗等も見られる都道沿いの地域,武蔵五日市,5100,_,_,調区,_,_,40,80,false,000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38500,36000,33000,31700,30700,30000,30000,30000,29000,28200,28000,27700,27600,27500,27300,27100,27000,26900,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000011,10000000000000,20000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501059.810,128585.559,13900,020,003,2018,13900,020,003,東京（林）,東京都　あきる野市戸倉字盆堀日向清水１９８９番１,13900,10101,00000000000000010,_,_,000,_,000,000,00,0,市区町村道,_,0060,_,_,_,標高３８０ｍ、約３５度の南東向き傾斜の地域で杉、檜の人工造林地域,武蔵五日市,5000,_,_,調区,地森計,_,0,0,false,111111111111111111111111111111111111,315000,320000,330000,350000,420000,500000,550000,560000,560000,550000,490000,440000,410000,385000,365000,335000,310000,288000,253000,232000,204000,184000,169000,164000,164000,164000,152000,144000,138000,133000,130000,127000,125000,124000,123000,121000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000
501085.918,128794.622,13900,020,009,2018,13900,020,009,東京（林）,東京都　西多摩郡日の出町大字大久野字三ツ沢４７７２番,13900,7636,00000000000000010,_,_,000,_,000,000,00,0,道路,_,0036,_,_,_,標高４００ｍ、約２５度の南東向き傾斜の地域で杉、檜の人工造林地域,武蔵五日市,7800,_,_,調区,地森計,国立公,0,0,false,000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,439000,410000,385000,375000,347000,320000,300000,270000,248000,218000,192000,172000,166000,166000,166000,154000,146000,140000,135000,132000,130000,129000,128000,127000,125000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10010000000000,10000000000000,10000000000100,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501100.040,128954.540,13900,020,008,2018,13900,020,008,東京（林）,東京都　青梅市二俣尾五丁目１７２４番,13900,5950,00000000000000010,_,_,000,_,000,000,00,0,市区町村道,_,0045,_,_,_,標高４５０ｍ、約３５度の南西向き傾斜の地域で杉、檜の人工造林地域,軍畑,2300,_,_,調区,地森計,国立公,0,0,false,111111111111111111111111111111111111,469000,475000,485000,510000,620000,800000,880000,936000,936000,908000,880000,840000,810000,777000,755000,717000,630000,550000,480000,422000,359000,315000,285000,271000,265000,260000,242000,230000,220000,212000,207000,202000,199000,196000,193000,187000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000100,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501160.689,128412.184,13900,020,006,2018,13900,020,006,東京（林）,東京都　八王子市上恩方町４７２６番外,13900,8330,00000000000000011,_,_,000,_,000,000,00,0,道路,_,0036,_,_,_,標高３００ｍ約２５度で東向き傾斜の人工林地域,高尾,9600,_,_,調区,地森計,_,0,0,false,000011111111111111111111111111111111,0,0,0,0,4950000,5500000,5500000,5700000,5700000,5420000,5100000,4590000,4350000,4100000,3880000,3500000,2850000,2500000,2200000,1800000,1400000,1100000,890000,820000,820000,820000,785000,760000,735000,712000,694000,670000,650000,635000,630000,628000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000
501188.771,128726.154,13305,000,004,2018,13305,000,004,日の出,東京都　西多摩郡日の出町大字大久野字細尾３２２０番３,13305,234,10000000000000000,_,W2,101,台形,015,010,02,0,都道府県道,南,0073,_,_,_,一般住宅、農家が見られる都道沿いの住宅地域,武蔵五日市,3700,_,_,調区,_,_,40,80,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,36600,36400,36300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,11100000000000
501192.498,123566.997,13363,000,002,2018,13363,000,002,新島,東京都　新島村式根島５番外,13363,667,10000000000000000,_,W1,100,_,010,015,01,0,市区町村道,南,0040,_,_,_,民宿等を兼ねた住宅が多い海岸に近い住宅地域,野伏港,1700,_,_,都計外,_,_,0,0,false,000000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,5400,5400,5400,5400,5400,5400,5300,5200,5100,5100,5100,5100,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000010000,10000000000000,10000000000000,10000000000000,11000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501197.806,128834.812,13205,000,002,2018,13205,000,002,青梅,東京都　青梅市梅郷四丁目６０８番７,13205,120,10000000000000000,_,W2,101,_,010,012,02,0,市区町村道,東,0042,_,_,_,一般住宅の中に畑が見られる住宅地域,日向和田,900,1低専,_,市街化,_,_,40,80,false,000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114000,98000,89000,77000,73200,72200,73200,74000,71700,67200,66500,65200,65000,65000,64600,64200,63500,63100,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,11000000000000,10000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501200.413,128621.776,13228,005,002,2018,13228,005,002,あきる野,東京都　あきる野市五日市字中宿１８番１,13228,685,01000000000000000,_,SRC3F1B,101,台形,010,020,03,1,都道府県道,南東,0180,_,_,_,小売店舗、銀行等が建ち並ぶ商業地域,武蔵五日市,700,近商,準防,市街化,_,_,80,300,false,000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,100000,100000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,11000000000000,10000000000000
501202.647,128628.739,13228,000,007,2018,13228,000,007,あきる野,東京都　あきる野市五日市字原ヶ谷戸３７６番３,13228,181,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,西,0052,_,_,_,一般住宅、共同住宅等が建ち並ぶ住宅地域,武蔵五日市,680,1低専,準防,市街化,_,_,50,100,false,000000000000000000000111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87500,84500,84500,88600,92500,87500,85000,84500,83500,83500,84300,84800,85300,85300,85300,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,11000000000000,10000000000000
501220.019,128966.357,13900,020,007,2018,13900,020,007,東京（林）,東京都　青梅市成木八丁目７３１番１,13900,1373,00000000000000010,_,_,000,_,000,000,00,0,都道府県道,_,0090,_,_,_,標高２５０ｍ、約３５度の南向き傾斜の地域で、杉、檜の人工造林地域,軍畑,3900,_,_,調区,地森計,_,0,0,false,000011111111111111111111111111111111,0,0,0,0,1430000,1500000,1620000,1700000,1700000,1660000,1580000,1440000,1370000,1290000,1260000,1140000,970000,845000,735000,603000,470000,413000,375000,353000,344000,337000,313000,297000,285000,275000,269000,264000,260000,256000,250000,242000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501227.504,128420.583,13201,000,072,2018,13201,000,072,八王子,東京都　八王子市上恩方町１００３番３,13201,162,10000000000000000,_,W2,100,台形,010,010,02,0,都道府県道,南西,0070,_,_,_,一般住宅、農家住宅が散在する山間の住宅地域,高尾,7700,_,_,調区,_,_,40,80,false,000000000000000011111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,90000,82000,67000,55200,50000,47500,47000,47000,47000,43000,40300,38900,38100,37500,37200,37000,36500,36000,35700,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
501233.438,128683.338,13305,000,002,2018,13305,000,002,日の出,東京都　西多摩郡日の出町大字大久野字幸神２１７８番３,13305,133,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,東,0050,_,_,_,中小規模の一般住宅が建ち並ぶ住宅地域,武蔵五日市,2000,1低専,_,市街化,_,_,40,80,false,000000011111111111111111111111111111,0,0,0,0,0,0,0,170000,170000,167000,161000,156000,154000,153000,152000,146000,124000,116000,106000,96000,85000,80000,76000,74800,74800,74800,72500,66000,65000,64000,63500,63500,63500,64200,64200,64100,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,00000000000000,40000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11100001000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
