iter	RMSE
270	17093.83571
271	17086.66284
272	17085.92455
273	17073.73038
274	17073.27322
275	17057.54491
276	17054.18226
277	17037.07051
278	17035.29818
279	17015.52337
280	16999.92001
281	16984.89071
282	16982.97591
283	16967.97732
284	16952.77834
285	16951.7023
286	16950.30423
287	16945.56233
288	16941.30092
289	16939.40102
290	16930.30991
291	16929.44779
292	16922.96792
293	16908.51647
294	16894.32491
295	16892.96524
296	16892.21728
297	16884.56865
298	16875.23022
299	16874.67371
300	16859.81617
301	16858.38308
302	16844.3206
303	16836.52062
304	16821.41012
305	16811.67608
306	16791.16501
307	16777.95524
308	16777.538
309	16773.398
310	16771.86587
311	16756.70271
312	16756.39811
313	16755.21542
314	16740.25564
315	16729.29757
316	16723.20897
317	16709.66981
318	16708.68904
319	16708.50525
320	16707.49657
321	16705.6418
322	16704.63426
323	16699.36084
324	16685.73322
325	16680.57423
326	16679.99414
327	16679.4815
328	16665.19054
329	16664.57148
330	16651.81417
331	16650.74966
332	16648.39565
333	16646.70394
334	16645.39379
335	16635.31664
336	16626.10438
337	16624.1563
338	16611.5353
339	16610.0216
340	16609.04079
341	16608.904
342	16607.30511
343	16607.11271
344	16606.75495
345	16593.64719
346	16587.44655
347	16586.67265
348	16586.16983
349	16579.35844
350	16578.8147
351	16576.95528
352	16564.95852
353	16563.04116
354	16562.36312
355	16561.69587
356	16558.41829
357	16558.1101
358	16545.91161
359	16543.44314
360	16542.22134
361	16539.2278
362	16538.73127
363	16538.50489
364	16536.65474
365	16536.12678
366	16524.48241
367	16512.87525
368	16512.7063
369	16510.82759
370	16498.31143
371	16493.4906
372	16482.50304
373	16481.28964
374	16480.30086
375	16468.24601
376	16455.13069
377	16443.37538
378	16430.89919
379	16420.264
380	16408.72768
381	16407.95379
382	16405.37503
383	16405.25462
384	16404.74937
385	16393.29279
386	16381.33229
387	16371.19291
388	16370.64747
389	16369.87159
390	16369.24094
391	16363.56952
392	16333.97503
393	16333.76473
394	16333.04142
395	16332.37146
396	16327.46949
397	16325.90421
398	16325.43409
399	16325.13743
400	16324.76985
401	16314.99418
402	16314.613
403	16308.12224
404	16306.65509
405	16295.91609
406	16286.33551
407	16276.50549
408	16275.73793
409	16266.79491
410	16256.40073
411	16254.80636
412	16254.59463
413	16254.40027
414	16254.09232
415	16242.99998
416	16241.89427
417	16231.82098
418	16231.42849
419	16230.68527
420	16220.79364
421	16219.45873
422	16209.63212
423	16208.06767
424	16207.75574
425	16205.55456
426	16195.98982
427	16195.11847
428	16183.55637
429	16170.38801
430	16169.68706
431	16168.88561
432	16149.71239
433	16149.17585
434	16149.02016
435	16139.86475
436	16138.63931
437	16137.95108
438	16129.15746
439	16128.94697
440	16128.42248
441	16119.1226
442	16118.78552
443	16110.14957
444	16104.5424
445	16103.70405
446	16094.84867
447	16070.90957
448	16070.1862
449	16069.63333
450	16060.77044
451	16056.49672
452	16044.83508
453	16044.74887
454	16043.93491
455	16043.59149
456	16035.20629
457	16014.98983
458	16006.63572
459	16005.14782
460	16004.31707
461	16003.68704
462	15995.47649
463	15991.00939
464	15990.24472
465	15982.13912
466	15973.38428
467	15965.55307
468	15962.39651
469	15961.70388
470	15959.1548
471	15951.04083
472	15950.43492
473	15948.91154
474	15941.14709
475	15940.08352
476	15932.94407
477	15932.65388
478	15931.7132
479	15930.71711
480	15930.11135
481	15929.00833
482	15920.34166
483	15912.95409
484	15912.39892
485	15905.11195
486	15904.54069
487	15904.3155
488	15897.1659
489	15896.73601
490	15889.71327
491	15889.31242
492	15888.37582
493	15885.29403
494	15878.44021
495	15877.55987
496	15874.95243
497	15872.4399
498	15871.33654
499	15863.66814
500	15859.60907
501	15858.9302
502	15856.54368
503	15853.41317
504	15852.8813
505	15846.27944
506	15846.20238
507	15845.16845
508	15844.68854
509	15843.9858
510	15843.56392
511	15833.43923
512	15833.08205
513	15829.29459
514	15828.69678
515	15828.48471
516	15827.47951
517	15827.38304
518	15826.83215
519	15825.61039
520	15824.29934
521	15823.74474
522	15818.09485
523	15811.49706
524	15805.13947
525	15803.08539
526	15802.68919
527	15802.15527
528	15792.58888
529	15785.98252
530	15782.69845
531	15781.02149
532	15780.71178
533	15778.86591
534	15777.41135
535	15776.64628
536	15776.48523
537	15771.8629
538	15771.36291
539	15770.87053
540	15764.43458
541	15763.20158
542	15756.88637
543	15756.67217
544	15756.253
545	15752.70623
546	15746.38424
547	15738.31877
548	15732.47662
549	15731.9771
550	15724.02482
551	15723.27863
552	15721.26463
553	15720.76028
554	15719.96198
555	15712.20763
556	15705.32885
557	15699.743
558	15698.36268
559	15696.12461
560	15695.71396
561	15689.20943
562	15686.16073
563	15683.91327
564	15682.74757
565	15674.96947
566	15669.48207
567	15668.46082
568	15662.58009
569	15655.014
570	15649.33933
571	15643.67981
572	15643.41587
573	15642.99917
574	15639.44212
575	15634.94838
576	15632.98041
577	15618.61853
578	15610.3117
579	15604.87816
580	15595.70173
581	15594.53079
582	15593.85219
583	15589.43475
584	15584.19558
585	15584.07484
586	15581.47207
587	15581.32635
588	15576.13494
589	15567.73699
590	15563.4258
591	15562.38568
592	15561.17885
593	15555.71157
594	15550.08019
595	15547.4576
596	15542.35045
597	15535.23961
598	15534.74536
599	15527.83474
600	15522.85674
601	15521.98421
602	15517.46126
603	15516.29637
604	15511.458
605	15511.15765
606	15506.42066
607	15505.87104
608	15503.19913
609	15491.52748
610	15490.89198
611	15486.31808
612	15485.77378
613	15484.67468
614	15484.17414
615	15482.62434
616	15477.79943
617	15477.44213
618	15476.73852
619	15476.24676
620	15469.49984
621	15468.37703
622	15468.07844
623	15467.27842
624	15465.92618
625	15465.76546
626	15461.43087
627	15460.76288
628	15460.02249
629	15459.77496
630	15457.58035
631	15456.34542
632	15449.34394
633	15443.24737
634	15442.08429
635	15441.03253
636	15439.42017
